Sr.No,Stock,Sector,Shares Held or Principal Amt,Market Value,% of Portfolio,Previous % of Portfolio,Ranked,Change in Shares,% Change,% Ownership,Qtr 1st Owned,Estimated Avg Price Paid,Quarter End Price,Recent Price,Source,Source Date,Date Reported
3391,IMRX,HEALTH CARE,2123374,13739000,0,0,3340,"407,204",0.23,0.0805,Q3 2021,21.76,6.47,7.56,13F,2031-07-13,2031-08-24
3392,HTGC,FINANCE,758272,13702000,0,0,3341,"241,880",-0.24,,Q1 2017,14.41,18.07,13.64,13F,2031-07-14,2031-08-25
3393,AVTE,HEALTH CARE,746934,13691000,0,0,3342,"17,126",0.02,0.0306,Q3 2021,17.88,18.33,17.1,13F,2031-07-15,2031-08-26
3394,KRUS,CONSUMER DISCRETIONARY,247111,13629000,0,0,3343,"15,517",0.06,0.0283,Q3 2019,36.83,55.15,77.34,13F,2031-07-16,2031-08-27
3395,QUOT,CONSUMER DISCRETIONARY,4583100,13611807,0,0,3344,"766,855",-0.14,0.0481,-,,,2.68,13G,2031-07-17,2031-08-28
3396,YOU,INFORMATION TECHNOLOGY,505861,13598000,0,0,3345,"38,299",0.08,0.0064,Q2 2021,34.47,26.88,19.67,13F,2031-07-18,2031-08-29
3397,ELQD,FINANCE,150000,13552000,0,0,3346,No Change,0,,Q4 2021,98.79,90.35,83.41,13F,2031-07-19,2031-08-30
3398,EVGO,CONSUMER DISCRETIONARY,1053605,13549000,0,0,3347,"392,755",-0.27,0.0153,Q1 2021,9.64,12.86,7.11,13F,2031-07-20,2031-08-31
3399,DEBT-DROP(PRN),,14490000,13520000,0,,3348,"14,490,000",,,Q1 2022,,,,13F,2031-07-21,2031-09-01
3400,GLRE,FINANCE,1911008,13510000,0,0,3349,"51,978",-0.02,0.0671,Q4 2009,18.59,7.07,7.08,13F,2031-07-22,2031-09-02
3401,DEBT-BENT(PRN),,13775000,13466000,0,,3350,"13,775,000",,,Q1 2022,,,,13F,2031-07-23,2031-09-03
3402,ADGI,HEALTH CARE,2951595,13460000,0,0,3351,"1,644,328",1.25,0.0269,Q3 2021,21.25,4.56,3.84,13F,2031-07-24,2031-09-04
3403,SGHT,HEALTH CARE,1163672,13453000,0,0,3352,"507,029",0.77,0.0245,Q3 2021,17.58,11.56,8.6,13F,2031-07-25,2031-09-05
3404,CMAX,FINANCE,1795564,13413000,0,0,3353,"256,027",-0.12,0.0206,Q4 2020,13.26,7.47,5.38,13F,2031-07-26,2031-09-06
3405,AMBP,MATERIALS,1648566,13401000,0,0,3354,"51,261",0.03,0.0027,Q4 2021,9,8.13,5.66,13F,2031-07-27,2031-09-07
3406,VLGEA,CONSUMER STAPLES,546354,13385000,0,0,3355,"15,317",-0.02,0.0534,Q1 2016,26.22,24.5,22.54,13F,2031-07-28,2031-09-08
3407,DEBT-CNX(PRN),,7723000,13373000,0,0,3356,"1,691,000",-0.17,,Q2 2021,,,,13F,2031-07-29,2031-09-09
3408,DEBT-ZSCA(PRN),,7857000,13369000,0,0,3357,"1,275,000",0.19,,Q3 2021,,,,13F,2031-07-30,2031-09-10
3409,BNR,HEALTH CARE,1436749,13348000,0,0,3358,"140,533",0.1,0.0164,Q2 2021,26.9,9.29,3.33,13F,2031-07-31,2031-09-11
3410,REPX,ENERGY,531585,13332000,0,0,3359,"379,047",2.48,0.0272,Q1 2021,26.11,25.08,23.5,13F,2031-08-01,2031-09-12
3411,SNPO,CONSUMER DISCRETIONARY,900656,13283000,0,0,3360,"154,841",0.2,0.0119,Q3 2021,17.13,14.75,9.94,13F,2031-08-02,2031-09-13
3412,RRBI,FINANCE,251051,13282000,0,0,3361,"8,809",-0.03,0.035,Q2 2019,53.56,52.91,52.04,13F,2031-08-03,2031-09-14
3413,GSBD,FINANCE,676501,13266000,0,0,3362,"393,739",1.39,0.0066,Q1 2017,20.45,19.61,15.99,13F,2031-08-04,2031-09-15
3414,OLO,INFORMATION TECHNOLOGY,1001015,13264000,0,0,3363,"71,311",0.07,0.011,Q1 2021,24.04,13.25,9.9,13F,2031-08-05,2031-09-16
3415,ESLT,INDUSTRIALS,60140,13258000,0,0,3364,"5,468",0.1,0.0014,Q3 2020,152.26,220.45,223.71,13F,2031-08-06,2031-09-17
3416,FCX(CALL),MATERIALS,266500,13256000,0,0,3365,"2,198,700",-0.89,,Q4 2019,,,25.09,13F,2031-08-07,2031-09-18
3417,SLDP,FINANCE,1527370,13242000,0,,3366,"1,527,370",,0.0088,Q1 2022,8.67,8.67,6,13F,2031-08-08,2031-09-19
3418,ASTR,FINANCE,3421752,13207000,0,0,3367,"247,142",0.07,0.0164,Q1 2021,7.59,3.86,1.31,13F,2031-08-09,2031-09-20
3419,COOK,CONSUMER DISCRETIONARY,1774890,13204000,0,0,3368,"260,933",0.17,0.015,Q3 2021,18.15,7.44,3.85,13F,2031-08-10,2031-09-21
3420,DEBT-DISH(PRN),,13560000,13155000,0,0,3369,"375,000",0.02,,Q4 2021,,,,13F,2031-08-11,2031-09-22
3421,AZRE,UTILITIES AND TELECOMMUNICATIONS,786841,13093000,0,0,3370,"230,882",0.41,0.0163,Q2 2021,23.39,16.64,11.02,13F,2031-08-12,2031-09-23
3422,EXFY,INFORMATION TECHNOLOGY,744682,13077000,0,0,3371,"211,332",-0.22,0.0109,Q4 2021,44,17.56,17.25,13F,2031-08-13,2031-09-24
3423,USER,INFORMATION TECHNOLOGY,1219243,13034000,0,0,3372,"202,459",0.19,0.0085,Q4 2021,8.8,10.69,5.89,13F,2031-08-14,2031-09-25
3424,VNET,COMMUNICATIONS,2234951,13030000,0,0,3373,"1,835,815",-0.45,0.0156,Q3 2012,23.04,5.83,4.7,13F,2031-08-15,2031-09-26
3425,EQRX,FINANCE,3152802,13021000,0,,3374,"3,152,802",,0.0065,Q2 2021,4.13,4.13,4.57,13F,2031-08-16,2031-09-27
3426,WDAY(PRN),COMMUNICATIONS,7927000,13017000,0,0,3375,"538,000",0.07,,Q1 2017,,,137.92,13F,2031-08-17,2031-09-28
3427,BMRN(PRN),HEALTH CARE,13020000,13013000,0,0,3376,"1,200,000",0.1,,Q1 2017,,,86.71,13F,2031-08-18,2031-09-29
3428,NATR,HEALTH CARE,773187,13005000,0,0,3377,"18,019",-0.02,,Q2 2011,10.01,,,13F,2031-08-19,2031-09-30
3429,FRBA,FINANCE,911040,12954000,0,0,3378,"37,516",-0.03,0.0795,Q1 2017,12.57,14.22,13.64,13F,2031-08-20,2031-10-01
3430,IPSC,HEALTH CARE,1028257,12946000,0,0,3379,"200,834",0.24,0.0175,Q3 2021,,12.59,9.24,13F,2031-08-21,2031-10-02
3431,XOMA,HEALTH CARE,461495,12912000,0,0,3380,"1,329",,0.0404,Q3 2012,20.59,27.98,27.99,13F,2031-08-22,2031-10-03
3432,ELV(PRN),HEALTH CARE,1842000,12854000,0,0,3381,"361,000",-0.16,,Q1 2021,,,466.39,13F,2031-08-23,2031-10-04
3433,RVSB,FINANCE,1696504,12809000,0,0,3382,"23,551",0.01,0.0765,Q1 2017,7.55,7.55,6.68,13F,2031-08-24,2031-10-05
3434,OYST,HEALTH CARE,1091834,12709000,0,0,3383,"33,680",-0.02,0.0409,Q4 2019,20.58,11.64,4.51,13F,2031-08-25,2031-10-06
3435,CRD.A,FINANCE,1680538,12704000,0,0,3384,"18,988",0.01,0.0582,Q1 2017,9.42,7.56,7.15,13F,2031-08-26,2031-10-07
3436,TK,ENERGY,3989909,12649000,0,0,3385,"5,682",,0.0392,Q4 2009,3.92,3.17,2.6,13F,2031-08-27,2031-10-08
3437,DB,FINANCE,999640,12645000,0,0,3386,"31,771",0.03,0.0005,Q1 2020,12.05,12.65,7.67,13F,2031-08-28,2031-10-09
3438,NYXH,HEALTH CARE,659270,12619000,0,0,3387,"11,763",-0.01,0.0258,Q3 2021,29.25,19.14,8.37,13F,2031-08-29,2031-10-10
3439,DEBT-LCI(PRN),,13775000,12598000,0,0,3388,"1,425,000",-0.09,,Q4 2021,,,,13F,2031-08-30,2031-10-11
3440,NGVC,CONSUMER STAPLES,641910,12581000,0,0,3389,"35,645",-0.05,0.0283,Q3 2012,12.27,19.6,16.02,13F,2031-08-31,2031-10-12
3441,TOK,FINANCE,129026,12501000,0,0,3390,"65,424",1.02,,Q3 2016,81.42,96.89,78.57,13F,2031-09-01,2031-10-13
3442,XRT(PUT),CONSUMER DISCRETIONARY,165000,12464000,0,0,3391,"5,000",0.03,,Q4 2021,,,59.07,13F,2031-09-02,2031-10-14
3443,SGC,CONSUMER DISCRETIONARY,697578,12451000,0,0,3392,"10,327",-0.01,0.0431,Q1 2016,18.91,17.85,17.47,13F,2031-09-03,2031-10-15
3444,SES,FINANCE,1370893,12406000,0,,3393,"1,370,893",,0.0045,Q1 2022,9.05,9.05,4.45,13F,2031-09-04,2031-10-16
3445,EPZM,HEALTH CARE,10778038,12394000,0,0,3394,"3,162,390",0.41,0.0654,Q3 2013,10.02,1.15,1.48,13F,2031-09-05,2031-10-17
3446,STXS,HEALTH CARE,3314654,12364000,0,0,3395,"26,759",,0.0444,Q4 2019,5.3,3.73,2.22,13F,2031-09-06,2031-10-18
3447,PRCT,HEALTH CARE,352791,12344000,0,0,3396,"31,486",0.09,0.008,Q3 2021,26.65,34.99,30.9,13F,2031-09-07,2031-10-19
3448,GOOS,CONSUMER DISCRETIONARY,465058,12244000,0,0,3397,"2,086",,0.0086,Q1 2017,41.17,26.33,17.05,13F,2031-09-08,2031-10-20
3449,HIMS,FINANCE,2286315,12187000,0,0,3398,"29,385",-0.01,0.0116,Q4 2020,10.71,5.33,5.43,13F,2031-09-09,2031-10-21
3450,BZUN,COMMUNICATIONS,1420010,12184000,0,0,3399,"54,082",0.03,0.0225,Q4 2016,37.66,8.58,9.61,13F,2031-09-10,2031-10-22
3451,CLPT,HEALTH CARE,1169853,12178000,0,0,3400,"6,502",,0.0493,Q4 2019,18.84,10.41,12.59,13F,2031-09-11,2031-10-23
3452,DCBO,INFORMATION TECHNOLOGY,233933,12123000,0,0,3401,"74,702",0.46,0.0071,Q3 2021,64.9,51.82,26.87,13F,2031-09-12,2031-10-24
3453,ZY,,4192794,12117000,0,0,3402,"58,103",0.01,0.0407,Q2 2021,16.12,2.89,1.86,13F,2031-09-13,2031-10-25
3454,PUBM,INFORMATION TECHNOLOGY,463028,12094000,0,0,3403,"45,281",0.1,0.011,Q4 2020,27.74,26.12,14.92,13F,2031-09-14,2031-10-26
3455,ME,HEALTH CARE,3128372,11980000,0,0,3404,"1,717,071",1.21,0.0122,Q3 2021,2.72,3.83,2.75,13F,2031-09-15,2031-10-27
3456,STKS,CONSUMER DISCRETIONARY,1135400,11932000,0,0,3405,"12,174",-0.01,0.035,Q1 2017,10.45,10.51,7.22,13F,2031-09-16,2031-10-28
3457,PLRX,HEALTH CARE,1698212,11905000,0,0,3406,"10,338",,0.047,Q2 2020,29.75,7.01,20.47,13F,2031-09-17,2031-10-29
3458,OTLK,HEALTH CARE,6680116,11891000,0,0,3407,"761,356",0.12,0.0296,Q1 2021,2.34,1.78,1.14,13F,2031-09-18,2031-10-30
3459,OMGA,HEALTH CARE,1905388,11889000,0,0,3408,"873,823",0.84,0.0398,Q3 2021,12.78,6.24,4.34,13F,2031-09-19,2031-10-31
3460,FUV,CONSUMER DISCRETIONARY,1796343,11875000,0,0,3409,"4,291",,0.0463,Q2 2018,14.35,6.61,3.24,13F,2031-09-20,2031-11-01
3461,WEBR,CONSUMER DISCRETIONARY,1207141,11866000,0,0,3410,"124,712",0.11,0.0228,Q3 2021,15.76,9.83,7.83,13F,2031-09-21,2031-11-02
3462,CINC,HEALTH CARE,676010,11857000,0,,3411,"676,010",,0.0179,Q1 2022,17.54,17.54,24.99,13F,2031-09-22,2031-11-03
3463,DEBT-DICK(PRN),,3800000,11825000,0,0,3412,"400,000",0.11,,Q2 2021,,,,13F,2031-09-23,2031-11-04
3464,CSTE,INDUSTRIALS,1297515,11820362,0,0,3413,"624,492",-0.32,0.0376,-,,,9.25,13G,2031-09-24,2031-11-05
3465,CXM,INFORMATION TECHNOLOGY,990051,11781000,0,0,3414,"687,969",2.27,0.0089,Q3 2021,13.45,11.9,10.33,13F,2031-09-25,2031-11-06
3466,NYCB+U,FINANCE,228060,11768000,0,0,3415,"17,043",-0.06,,Q2 2018,50.21,51.6,48.22,13F,2031-09-26,2031-11-07
3467,NEXT,ENERGY,1775191,11751000,0,0,3416,"5,612",,0.0139,Q2 2018,3.66,6.62,4.55,13F,2031-09-27,2031-11-08
3468,AMAM,HEALTH CARE,2851486,11749000,0,0,3417,"18,000",,0.0739,Q2 2021,7.1,4.12,2.74,13F,2031-09-28,2031-11-09
3469,VATE,UTILITIES AND TELECOMMUNICATIONS,3180286,11734000,0,0,3418,"44,909",-0.01,0.0405,Q1 2016,3.76,3.69,1.75,13F,2031-09-29,2031-11-10
3470,HESM,ENERGY,391128,11733000,0,0,3419,"268,914",2.2,0.0089,Q4 2021,29.26,30,27.75,13F,2031-09-30,2031-11-11
3471,TLMD,HEALTH CARE,3922893,11729000,0,0,3420,"2,576,809",-0.39,,Q4 2020,6,2.99,,13F,2031-10-01,2031-11-12
3472,FORG,INFORMATION TECHNOLOGY,533081,11686000,0,0,3421,"122,374",0.29,0.0159,Q3 2021,35.03,21.92,19.47,13F,2031-10-02,2031-11-13
3473,AFYA,CONSUMER DISCRETIONARY,807297,11633000,0,0,3422,"1,770",,0.0176,Q3 2019,24.34,14.41,9.22,13F,2031-10-03,2031-11-14
3474,SHCR,FINANCE,4705162,11622000,0,0,3423,"186,973",0.04,0.0134,Q3 2021,7.39,2.47,1.56,13F,2031-10-04,2031-11-15
3475,EWH,FINANCE,512735,11573000,0,0,3424,"3,137,071",-0.85,,Q2 2015,23.34,22.57,21.38,13F,2031-10-05,2031-11-16
3476,HIPO,FINANCE,5812352,11566000,0,0,3425,"8,744",,0.0102,Q3 2021,4.42,1.99,0.79,13F,2031-10-06,2031-11-17
3477,DAWN,HEALTH CARE,1162916,11537000,0,0,3426,"410,797",0.54,0.0158,Q2 2021,17.48,9.92,19.38,13F,2031-10-07,2031-11-18
3478,ERUS,FINANCE,1408933,11356000,0,0,3427,"779,858",-0.35,,Q4 2015,37.81,8.06,8.06,13F,2031-10-08,2031-11-19
3479,PAGP,ENERGY,982470,11348000,0,0,3428,"376,975",-0.27,0.0051,Q3 2014,20.83,11.55,9.95,13F,2031-10-09,2031-11-20
3480,LFACU,FINANCE,1125000,11340000,0,0,3429,No Change,0,0.05,Q4 2021,10.02,10.08,10.05,13F,2031-10-10,2031-11-21
3481,TNGX,FINANCE,1493186,11319000,0,0,3430,"340,746",0.29,0.017,Q3 2020,10.85,7.58,4.37,13F,2031-10-11,2031-11-22
3482,INST,INFORMATION TECHNOLOGY,563678,11307000,0,0,3431,"12,586",-0.02,0.004,Q3 2021,22.59,20.06,22.94,13F,2031-10-12,2031-11-23
3483,LSPD,INFORMATION TECHNOLOGY,370978,11304000,0,0,3432,"4,220,662",-0.91,0.0025,Q4 2020,57.69,30.47,18.26,13F,2031-10-13,2031-11-24
3484,OZON,CONSUMER DISCRETIONARY,1200004,11286000,0,0,3433,"4,488,995",-0.78,0.0055,Q4 2020,46.43,11.6,11.6,13F,2031-10-14,2031-11-25
3485,PLPC,INDUSTRIALS,177742,11272000,0,0,3434,"5,487",-0.02,0.036,Q1 2016,56.63,63.42,59.55,13F,2031-10-15,2031-11-26
3486,ALT,HEALTH CARE,962194,11257670,0,0,3435,"1,974,130",-0.67,0.0223,-,,,11.3,13G,2031-10-16,2031-11-27
3487,VIEW,FINANCE,6083905,11195000,0,0,3436,"2,567,755",-0.29,0.0278,Q1 2021,7.37,1.84,1.81,13F,2031-10-17,2031-11-28
3488,EOSE,ENERGY,2668119,11153000,0,0,3437,"27,981",0.01,0.049,Q1 2021,16.18,4.18,2.04,13F,2031-10-18,2031-11-29
3489,HUMA,FINANCE,1577919,11140000,0,0,3438,"176,846",0.12,0.0153,Q4 2021,7.23,7.06,3.46,13F,2031-10-19,2031-11-30
3490,RPID,HEALTH CARE,1636539,11112000,0,0,3439,"245,098",0.17,0.045,Q3 2021,16.57,6.79,4.33,13F,2031-10-20,2031-12-01
3491,EPR/PC,,428981,11081000,0,0,3440,"32,604",-0.07,,Q4 2021,,,,13F,2031-10-21,2031-12-02
3492,LYG,FINANCE,4595821,11076000,0,0,3441,"665,360",0.16,0.0003,Q3 2020,2.37,2.41,1.91,13F,2031-10-22,2031-12-03
3493,PSTX,HEALTH CARE,2468954,11062000,0,0,3442,"84,036",-0.03,0.0394,Q3 2020,9.6,4.48,2.73,13F,2031-10-23,2031-12-04
3494,VLD,FINANCE,1185987,11042000,0,0,3443,"93,322",-0.07,0.0065,Q4 2021,7.81,9.31,2.2,13F,2031-10-24,2031-12-05
3495,HUYA,INFORMATION TECHNOLOGY,2467829,11032000,0,0,3444,"49,340",0.02,0.0283,Q2 2018,17.54,4.47,3.34,13F,2031-10-25,2031-12-06
3496,NVTS,INFORMATION TECHNOLOGY,1069215,10992000,0,0,3445,"7,001",,0.0086,Q4 2021,17.01,10.28,3.79,13F,2031-10-26,2031-12-07
3497,SCHV,FINANCE,153902,10987000,0,0,3446,"5,687",-0.03,,Q4 2015,43.55,71.39,61.79,13F,2031-10-27,2031-12-08
3498,GWRS,UTILITIES AND TELECOMMUNICATIONS,659939,10981000,0,0,3447,"11,975",-0.01,0.0291,Q2 2016,10.22,16.64,13.38,13F,2031-10-28,2031-12-09
3499,VCSA,INDUSTRIALS,1322874,10941000,0,,3448,"1,322,874",,0.0062,Q1 2022,8.27,8.27,2.42,13F,2031-10-29,2031-12-10
3500,SOHU,COMMUNICATIONS,648129,10901000,0,0,3449,"42,122",0.06,0.017,Q3 2015,28.02,16.82,15.55,13F,2031-10-30,2031-12-11
3501,LCUT,CONSUMER DISCRETIONARY,847491,10881000,0,0,3450,"24,745",-0.02,0.0382,Q1 2016,17.71,12.84,10.23,13F,2031-10-31,2031-12-12
3502,TLRY,HEALTH CARE,1395962,10847000,0,0,3451,"25,803",0.01,0.0028,Q1 2019,17.04,7.77,3.69,13F,2031-11-01,2031-12-13
3503,SD,ENERGY,676265,10834000,0,0,3452,"4,383",,0.0184,Q1 2017,16.37,16.02,15.34,13F,2031-11-02,2031-12-14
3504,SKIL,FINANCE,1777011,10733000,0,0,3453,"574,302",-0.24,0.0108,Q4 2020,10.08,6.04,3.88,13F,2031-11-03,2031-12-15
3505,DEBT-REDF(PRN),,14558000,10728000,0,0,3454,"550,000",-0.03,,Q4 2021,,,,13F,2031-11-04,2031-12-16
3506,EQC+D,REAL ESTATE,388578,10705000,0,0,3455,"29,640",-0.07,,Q4 2021,29.7,27.55,26.25,13F,2031-11-05,2031-12-17
3507,UDMY,CONSUMER DISCRETIONARY,859187,10705000,0,0,3456,"915,282",-0.51,0.0062,Q4 2021,19.54,12.46,10.57,13F,2031-11-06,2031-12-18
3508,DCGO,FINANCE,1156560,10699000,0,0,3457,"174,087",0.17,0.0115,Q4 2021,9.33,9.25,7.29,13F,2031-11-07,2031-12-19
3509,SQSP,INFORMATION TECHNOLOGY,416818,10679000,0,0,3458,"2,390",,0.0046,Q3 2021,37.02,25.62,20.69,13F,2031-11-08,2031-12-20
3510,FTCI,,2164042,10670000,0,0,3459,"873,868",0.67,0.0215,Q2 2021,9,4.93,3.69,13F,2031-11-09,2031-12-21
3511,LFG,FINANCE,485856,10654000,0,0,3460,"109,170",0.28,0.006,Q4 2021,19.1,21.93,13.12,13F,2031-11-10,2031-12-22
3512,ICVX,HEALTH CARE,1512626,10650000,0,0,3461,"101,752",-0.06,0.0381,Q3 2021,29.44,7.04,8.23,13F,2031-11-11,2031-12-23
3513,DEBT-ROYA(PRN),,8117000,10603000,0,0,3462,"1,025,000",0.14,,Q3 2021,,,,13F,2031-11-12,2031-12-24
3514,CASA,INFORMATION TECHNOLOGY,2339251,10575000,0,0,3463,"60,508",0.02,0.0248,Q1 2018,16.78,4.52,3.97,13F,2031-11-13,2031-12-25
3515,AVAH,HEALTH CARE,3087209,10526000,0,0,3464,"69,609",0.02,0.0167,Q2 2021,11.45,3.41,2.36,13F,2031-11-14,2031-12-26
3516,NGMS,COMMUNICATIONS,679951,10492000,0,0,3465,"23,320",0.03,0.0263,Q4 2020,35.21,15.43,12.73,13F,2031-11-15,2031-12-27
3517,PARAA,COMMUNICATIONS,259345,10480000,0,0,3466,"46,880",-0.15,0.0064,Q1 2017,36.54,40.41,27.01,13F,2031-11-16,2031-12-28
3518,LEMB,FINANCE,295596,10446363,0,0,3467,"537,283",-0.64,,-,,,32.68,13G,2031-11-17,2031-12-29
3519,ORAN,UTILITIES AND TELECOMMUNICATIONS,881456,10419000,0,0,3468,"158,538",0.21,0.0003,Q3 2020,12.07,11.82,10.52,13F,2031-11-18,2031-12-30
3520,BMEA,HEALTH CARE,867007,10386744,0,0,3469,"838,435",-0.49,0.0297,-,,,11.79,13G,2031-11-19,2031-12-31
3521,DLTH,CONSUMER DISCRETIONARY,848970,10383000,0,0,3470,"4,567",,0.0283,Q1 2016,17.26,12.23,9.36,13F,2031-11-20,2032-01-01
3522,DEBT-INTE(PRN),,10135000,10376000,0,0,3471,"1,300,000",0.14,,Q3 2020,,,,13F,2031-11-21,2032-01-02
3523,FINV,FINANCE,2611345,10366000,0,0,3472,"184,843",0.07,0.0154,Q4 2017,5.85,3.97,4.48,13F,2031-11-22,2032-01-03
3524,CBNK,FINANCE,451918,10331000,0,0,3473,"8,168",-0.01,0.0323,Q4 2018,13.77,22.86,20.94,13F,2031-11-23,2032-01-04
3525,AOMR,REAL ESTATE,627356,10294000,0,0,3474,"15,938",0.02,0.0252,Q3 2021,,16.41,14.23,13F,2031-11-24,2032-01-05
3526,REM,REAL ESTATE,313810,10252000,0,,3475,"289,880",12.11,,Q1 2014,36.61,32.67,26.86,13F,2031-11-25,2032-01-06
3527,TLRY,HEALTH CARE,1395962,10847000,0,0,3451,"25,803",0.01,0.0028,Q1 2019,17.04,7.77,3.69,13F,2031-11-26,2032-01-07
3528,SD,ENERGY,676265,10834000,0,0,3452,"4,383",,0.0184,Q1 2017,16.37,16.02,15.34,13F,2031-11-27,2032-01-08
3529,VOXX,INDUSTRIALS,1026339,10233000,0,0,3476,"34,034",-0.03,0.0475,Q4 2015,6.93,9.97,6.51,13F,2031-11-28,2032-01-09
3530,ITRN,INFORMATION TECHNOLOGY,443133,10201000,0,0,3477,"67,213",-0.13,0.0189,Q4 2016,30.02,23.02,23.62,13F,2031-11-29,2032-01-10
3531,FDBC,FINANCE,219596,10196000,0,0,3478,"6,248",-0.02,0.0388,Q2 2018,59,46.43,39.24,13F,2031-11-30,2032-01-11
3532,BNDX,FINANCE,194269,10188000,0,0,3479,241,,,Q2 2015,53.73,52.44,50.03,13F,2031-12-01,2032-01-12
3533,SMSI,INFORMATION TECHNOLOGY,2701349,10185000,0,0,3480,"77,674",-0.02,0.049,Q1 2017,4.18,3.77,2.47,13F,2031-12-02,2032-01-13
3534,HYXF,FINANCE,209606,10185000,0,0,3481,"50,814",0.32,,Q4 2021,50.89,48.59,44.29,13F,2031-12-03,2032-01-14
3535,EAR,HEALTH CARE,1915376,10133000,0,0,3482,"161,963",0.09,0.0487,Q4 2020,30.05,5.29,0.8,13F,2031-12-04,2032-01-15
3536,DEBT-ENPH(PRN),,9975000,10129000,0,,3483,"9,975,000",,,Q1 2022,,,,13F,2031-12-05,2032-01-16
3537,DEBT-LUME(PRN),,8739000,10127000,0,0,3484,"2,850,000",0.48,,Q1 2021,,,,13F,2031-12-06,2032-01-17
3538,WDC(PRN),INFORMATION TECHNOLOGY,10415000,10051000,0,0,3485,"45,170,000",-0.81,,Q3 2019,,,46.01,13F,2031-12-07,2032-01-18
3539,AJX,REAL ESTATE,1046313,10034142,0,0,3486,"1,037,003",-0.49,0.0451,-,,,9.62,13G,2031-12-08,2032-01-19
3540,NWG,FINANCE,1762847,10013000,0,0,3487,"134,908",0.08,0.0003,Q1 2021,5.58,5.68,5.11,13F,2031-12-09,2032-01-20
3541,DEBT-PELO(PRN),,12060000,9965000,0,,3488,"12,060,000",,,Q1 2022,,,,13F,2031-12-10,2032-01-21
3542,ERIC,INFORMATION TECHNOLOGY,1090084,9963000,0,0,3489,"595,977",1.2,0.0004,Q3 2020,10.98,9.14,6.8,13F,2031-12-11,2032-01-22
3543,KAHC.UN,FINANCE,1000000,9900000,0,0,3490,No Change,0,,Q1 2021,10.01,9.96,9.88,13F,2031-12-12,2032-01-23
3544,GGAL,FINANCE,915789,9891000,0,0,3491,"65,931",-0.06,0.0077,Q3 2015,26.99,10.8,6.14,13F,2031-12-13,2032-01-24
3545,CWAN,INFORMATION TECHNOLOGY,470328,9877000,0,0,3492,"20,705",0.04,0.0085,Q4 2021,22.89,21,12.46,13F,2031-12-14,2032-01-25
3546,SCHE,FINANCE,352955,9802000,0,0,3493,"38,391",0.12,,Q4 2015,22.51,27.77,24.28,13F,2031-12-15,2032-01-26
3547,DEBT-SNAP(PRN),,5615000,9779000,0,0,3494,"575,000",0.11,,Q3 2020,,,,13F,2031-12-16,2032-01-27
3548,MTEM,HEALTH CARE,2831745,9769000,0,0,3495,"19,156",,0.0503,Q1 2017,38.45,3.45,1.03,13F,2031-12-17,2032-01-28
3549,UP,TRANSPORTS,3140650,9768000,0,0,3496,"50,626",-0.01,,Q3 2021,9.84,,,13F,2031-12-18,2032-01-29
3550,CAN,INFORMATION TECHNOLOGY,1785967,9698000,0,0,3497,"46,679",0.02,0.0107,Q2 2021,7.89,5.43,3.81,13F,2031-12-19,2032-01-30
3551,INFU,HEALTH CARE,981840,9622000,0,0,3498,"17,027",-0.01,0.0478,Q1 2017,13.12,9.8,9.5,13F,2031-12-20,2032-01-31
3552,API,INFORMATION TECHNOLOGY,961565,9558000,0,0,3499,"990,374",-0.5,0.0099,Q2 2020,42.57,9.94,4.96,13F,2031-12-21,2032-02-01
3553,NTCO,CONSUMER STAPLES,875192,9557000,0,0,3500,"33,096",0.03,0.0013,Q1 2020,16.04,10.92,5.61,13F,2031-12-22,2032-02-02
3554,CCCS,FINANCE,864729,9547000,0,0,3501,"109,813",-0.11,0.0014,Q4 2020,11.87,11.04,9.05,13F,2031-12-23,2032-02-03
3555,DEBT-AMER(PRN),,6970000,9535000,0,0,3502,"975,000",0.16,,Q2 2020,,,,13F,2031-12-24,2032-02-04
3556,BYRN,INDUSTRIALS,1162386,9498000,0,0,3503,"11,094",,0.0523,Q2 2021,21.96,8.17,8.2,13F,2031-12-25,2032-02-05
3557,FFNW,FINANCE,554795,9493000,0,0,3504,"2,192",,0.0609,Q2 2016,17.79,17.11,15.48,13F,2031-12-26,2032-02-06
3558,RCA,,361343,9485000,0,0,3505,"27,417",-0.07,,Q4 2021,,,,13F,2031-12-27,2032-02-07
3559,LAZY,CONSUMER DISCRETIONARY,469265,9470000,0,0,3506,"4,124",,0.0396,Q2 2018,21.29,20.18,12.37,13F,2031-12-28,2032-02-08
3560,DEBT-CREE(PRN),,3801000,9461000,0,0,3507,"100,000",0.02,,Q2 2021,,,,13F,2031-12-29,2032-02-09
3561,SSYS,INFORMATION TECHNOLOGY,372043,9446000,0,0,3508,"18,250",-0.04,0.0066,Q2 2013,21.84,25.39,17.9,13F,2031-12-30,2032-02-10
3562,DEBT-DEXC(PRN),,8270000,9443000,0,0,3509,"1,300,000",-0.13,,Q2 2021,,,,13F,2031-12-31,2032-02-11
3563,BCEL,HEALTH CARE,2963843,9395000,0,0,3510,"12,556",,0.093,Q2 2019,15.35,3.17,2.13,13F,2032-01-01,2032-02-12
3564,DEBT-WINN(PRN),,8600000,9378000,0,0,3511,"7,025,000",4.46,,Q1 2021,,,,13F,2032-01-02,2032-02-13
